product_id,product_name,category,brand,price,cost,stock_quantity,supplier,date_added,last_sold_date,status,gross_margin
188,Urban Cruiser,hybrid,Cannondale,2847.89,3969.3,926.0,Ooba,1/24/2019,12/20/2020,error: undefined method `first' for nil:NilClass,-39.38
189,Speed Demon,hybrid,Trek,2941.25,505.37,114.05,Twimbo,5/31/2019,5/11/2020,error: undefined method `first' for nil:NilClass,82.82
190,Urban Cruiser,cruiser,Trek,3359.52,3350.65,231.61,Zoomzone,12/23/2019,10/11/2020,error: undefined method `first' for nil:NilClass,0.26
191,City Slicker,hybrid,Giant,4823.81,1650.49,771.97,Trilith,7/15/2018,9/10/2021,error: undefined method `first' for nil:NilClass,65.78
192,City Slicker,BMX,Specialized,4221.2,3854.89,450.73,Skyndu,6/17/2019,4/7/2021,error: undefined method `first' for nil:NilClass,8.68
193,Trail Blazer,BMX,Scott,4593.07,2329.54,842.76,Oyope,3/4/2019,9/14/2020,error: undefined method `first' for nil:NilClass,49.28
194,Speed Demon,cruiser,Scott,1599.29,2951.33,50.78,Ainyx,1/18/2019,4/15/2020,error: undefined method `first' for nil:NilClass,-84.54
195,Urban Cruiser,cruiser,Cannondale,2727.77,49.46,961.19,Dabshots,6/14/2019,4/22/2021,error: undefined method `first' for nil:NilClass,98.19
196,Urban Cruiser,BMX,Trek,3704.43,3678.48,833.19,Quimba,7/11/2019,1/26/2021,error: undefined method `first' for nil:NilClass,0.7
197,Urban Cruiser,cruiser,Trek,4564.2,2057.24,893.28,Yodel,3/29/2018,11/17/2020,error: undefined method `first' for nil:NilClass,54.93
198,Urban Cruiser,BMX,Giant,3187.27,3435.44,601.94,Wikizz,10/18/2019,4/13/2020,error: undefined method `first' for nil:NilClass,-7.79
199,Trail Blazer,hybrid,Specialized,4348.73,1968.7,396.73,Devify,5/21/2018,9/6/2020,error: undefined method `first' for nil:NilClass,54.73
200,Trail Blazer,mountain,Cannondale,4604.72,2065.64,785.42,Vipe,5/27/2018,11/1/2020,error: undefined method `first' for nil:NilClass,55.14
201,Mountain Beast,hybrid,Giant,504.82,2007.3,560.33,Kazu,10/20/2019,11/10/2021,error: undefined method `first' for nil:NilClass,-297.63
202,Trail Blazer,cruiser,Cannondale,345.48,2058.24,287.47,Thoughtmix,12/14/2019,2/29/2020,error: undefined method `first' for nil:NilClass,-495.76
203,Mountain Beast,hybrid,Giant,390.91,1564.59,741.04,Feedmix,5/20/2019,5/24/2020,error: undefined method `first' for nil:NilClass,-300.24
204,Mountain Beast,hybrid,Specialized,3218.93,3067.53,218.22,Innotype,3/2/2019,8/6/2020,error: undefined method `first' for nil:NilClass,4.7
205,City Slicker,road,Trek,4843.78,3673.16,920.99,Npath,11/13/2018,10/17/2020,error: undefined method `first' for nil:NilClass,24.17
206,Speed Demon,mountain,Trek,2243.58,1257.23,114.26,Reallinks,12/29/2018,12/15/2020,error: undefined method `first' for nil:NilClass,43.96
207,City Slicker,mountain,Giant,1301.97,3736.13,218.88,Gabspot,7/25/2019,7/1/2021,error: undefined method `first' for nil:NilClass,-186.96
208,Mountain Beast,cruiser,Specialized,1797.41,3533.95,502.46,Yamia,1/9/2019,10/20/2020,error: undefined method `first' for nil:NilClass,-96.61
209,Mountain Beast,mountain,Trek,3133.85,386.33,733.31,Yotz,3/30/2019,2/5/2021,error: undefined method `first' for nil:NilClass,87.67
210,Mountain Beast,BMX,Cannondale,268.5,3353.2,333.9,Zooxo,1/25/2018,7/20/2020,error: undefined method `first' for nil:NilClass,-1148.86
211,Urban Cruiser,BMX,Cannondale,3814.26,149.06,829.65,Photobug,5/6/2019,8/4/2020,error: undefined method `first' for nil:NilClass,96.09
212,Trail Blazer,hybrid,Giant,3116.24,333.59,449.37,Plajo,9/21/2019,4/22/2021,error: undefined method `first' for nil:NilClass,89.3
213,Trail Blazer,mountain,Scott,1482.98,1922.44,472.44,Vinte,2/9/2018,1/10/2020,error: undefined method `first' for nil:NilClass,-29.63
214,Urban Cruiser,road,Specialized,2171.0,2331.17,66.52,Shufflebeat,10/15/2018,1/3/2021,error: undefined method `first' for nil:NilClass,-7.38
215,Mountain Beast,cruiser,Cannondale,2737.09,227.76,513.68,Wikivu,2/27/2019,10/16/2021,error: undefined method `first' for nil:NilClass,91.68
216,Urban Cruiser,mountain,Cannondale,965.71,1017.15,653.59,Shufflester,7/26/2018,11/19/2020,error: undefined method `first' for nil:NilClass,-5.33
217,City Slicker,hybrid,Specialized,440.01,2920.67,555.87,Shufflester,5/14/2019,12/23/2020,error: undefined method `first' for nil:NilClass,-563.77
218,Urban Cruiser,hybrid,Specialized,2817.11,3710.53,367.25,Digitube,12/18/2018,11/26/2020,error: undefined method `first' for nil:NilClass,-31.71
219,City Slicker,mountain,Cannondale,3464.74,226.09,505.22,Vinte,1/20/2018,5/31/2021,error: undefined method `first' for nil:NilClass,93.47
220,Speed Demon,BMX,Trek,4776.86,1832.64,291.91,Gabspot,8/1/2018,9/19/2021,error: undefined method `first' for nil:NilClass,61.64
221,Urban Cruiser,hybrid,Specialized,1622.28,1050.61,83.7,Gabvine,6/25/2018,7/6/2020,error: undefined method `first' for nil:NilClass,35.24
222,Trail Blazer,road,Specialized,3008.86,2958.99,977.37,Kwilith,12/21/2018,12/4/2020,error: undefined method `first' for nil:NilClass,1.66
223,Speed Demon,mountain,Specialized,2574.26,1993.18,676.38,Jetpulse,9/17/2018,8/31/2020,error: undefined method `first' for nil:NilClass,22.57
224,Speed Demon,mountain,Trek,4839.11,1644.2,130.07,Dynabox,1/16/2019,3/12/2020,error: undefined method `first' for nil:NilClass,66.02
225,Speed Demon,hybrid,Cannondale,494.4,397.6,215.99,Mybuzz,10/18/2018,3/27/2021,error: undefined method `first' for nil:NilClass,19.58
226,Urban Cruiser,road,Giant,1314.2,1266.21,287.57,Ooba,9/13/2018,12/24/2020,error: undefined method `first' for nil:NilClass,3.65
227,Speed Demon,mountain,Cannondale,4716.76,1757.7,481.62,Yoveo,4/21/2019,7/27/2020,error: undefined method `first' for nil:NilClass,62.74
228,City Slicker,BMX,Trek,3239.76,1401.89,529.41,Buzzster,5/15/2019,6/26/2020,error: undefined method `first' for nil:NilClass,56.73
229,City Slicker,mountain,Specialized,4880.29,2303.7,853.3,Feedspan,12/18/2018,2/5/2020,error: undefined method `first' for nil:NilClass,52.8
230,Mountain Beast,BMX,Scott,1255.41,397.72,148.97,Photospace,6/1/2019,7/27/2021,error: undefined method `first' for nil:NilClass,68.32
231,City Slicker,cruiser,Scott,1839.57,3782.52,640.19,Youspan,5/13/2018,5/19/2020,error: undefined method `first' for nil:NilClass,-105.62
232,Speed Demon,cruiser,Giant,2455.3,2226.6,880.71,Rhyzio,8/31/2019,10/17/2020,error: undefined method `first' for nil:NilClass,9.31
233,Trail Blazer,BMX,Cannondale,3311.76,3502.85,962.95,Fliptune,7/2/2019,7/23/2021,error: undefined method `first' for nil:NilClass,-5.77
234,Urban Cruiser,road,Scott,2526.19,3810.35,100.88,Nlounge,10/14/2019,12/2/2020,error: undefined method `first' for nil:NilClass,-50.83
235,City Slicker,cruiser,Trek,4487.42,1340.11,425.42,Ntag,6/19/2019,3/14/2020,error: undefined method `first' for nil:NilClass,70.14
236,City Slicker,hybrid,Giant,4344.57,2996.15,486.5,BlogXS,12/17/2018,2/1/2021,error: undefined method `first' for nil:NilClass,31.04
237,City Slicker,hybrid,Specialized,4044.2,2431.97,833.56,Quatz,7/16/2019,11/18/2021,error: undefined method `first' for nil:NilClass,39.87
238,City Slicker,mountain,Specialized,4444.11,1134.56,292.19,Zooveo,4/11/2018,11/13/2021,error: undefined method `first' for nil:NilClass,74.47
239,Speed Demon,hybrid,Giant,3962.51,830.61,605.34,Eire,7/3/2019,9/6/2021,error: undefined method `first' for nil:NilClass,79.04
240,Trail Blazer,road,Scott,2662.91,2431.79,40.77,Livepath,1/11/2018,6/27/2021,error: undefined method `first' for nil:NilClass,8.68
241,Speed Demon,mountain,Cannondale,3320.43,1428.55,193.55,Feedfish,11/14/2019,5/31/2021,error: undefined method `first' for nil:NilClass,56.98
242,Urban Cruiser,hybrid,Scott,2968.73,3948.85,652.79,Realbuzz,5/28/2019,6/11/2020,error: undefined method `first' for nil:NilClass,-33.01
243,City Slicker,BMX,Giant,4743.55,3958.42,429.37,Skyvu,2/17/2018,4/11/2021,error: undefined method `first' for nil:NilClass,16.55
244,Speed Demon,hybrid,Scott,4296.43,806.47,312.49,Rhyloo,6/22/2019,12/10/2020,error: undefined method `first' for nil:NilClass,81.23
245,Urban Cruiser,hybrid,Scott,4929.9,947.66,164.91,Kazu,7/20/2019,2/18/2020,error: undefined method `first' for nil:NilClass,80.78
246,City Slicker,cruiser,Specialized,1756.19,3620.91,229.9,Skynoodle,3/22/2018,8/29/2020,error: undefined method `first' for nil:NilClass,-106.18
247,Urban Cruiser,hybrid,Specialized,4853.28,1384.8,401.52,Gabvine,5/16/2018,11/26/2020,error: undefined method `first' for nil:NilClass,71.47
248,Mountain Beast,BMX,Specialized,2619.29,3059.91,647.01,Riffpath,9/17/2019,12/14/2021,error: undefined method `first' for nil:NilClass,-16.82
249,Mountain Beast,mountain,Trek,4776.93,2188.72,540.65,Yodel,10/11/2019,5/11/2021,error: undefined method `first' for nil:NilClass,54.18
250,Speed Demon,cruiser,Scott,1095.43,2738.66,872.55,Kwimbee,12/27/2018,9/19/2020,error: undefined method `first' for nil:NilClass,-150.01
251,Mountain Beast,road,Specialized,801.5,3704.31,25.94,Vidoo,8/6/2018,1/20/2020,error: undefined method `first' for nil:NilClass,-362.17
252,City Slicker,mountain,Trek,1785.52,2109.57,717.4,Mita,7/13/2019,2/14/2020,error: undefined method `first' for nil:NilClass,-18.15
253,Speed Demon,hybrid,Cannondale,4312.07,1240.67,273.98,Rooxo,9/3/2018,1/9/2020,error: undefined method `first' for nil:NilClass,71.23
254,Urban Cruiser,BMX,Cannondale,4368.24,998.29,505.56,Skidoo,3/24/2018,3/14/2020,error: undefined method `first' for nil:NilClass,77.15
255,City Slicker,mountain,Trek,1427.96,2597.08,529.57,Youfeed,11/8/2018,9/14/2021,error: undefined method `first' for nil:NilClass,-81.87
256,Trail Blazer,hybrid,Trek,2643.45,1444.36,731.41,Voonte,6/9/2019,8/8/2020,error: undefined method `first' for nil:NilClass,45.36
257,Speed Demon,hybrid,Giant,273.15,511.73,927.7,Edgeify,10/5/2018,12/12/2021,error: undefined method `first' for nil:NilClass,-87.34
258,Trail Blazer,hybrid,Giant,1838.22,2185.1,68.78,Yotz,4/19/2018,11/8/2020,error: undefined method `first' for nil:NilClass,-18.87
259,Trail Blazer,hybrid,Scott,4682.42,1857.53,842.85,Eabox,12/28/2019,12/14/2020,error: undefined method `first' for nil:NilClass,60.33
260,City Slicker,mountain,Specialized,4255.35,1661.87,673.21,Thoughtstorm,4/13/2019,2/23/2021,error: undefined method `first' for nil:NilClass,60.95
261,City Slicker,road,Specialized,1107.92,1536.66,547.82,Jetpulse,6/21/2019,11/27/2021,error: undefined method `first' for nil:NilClass,-38.7
262,Mountain Beast,BMX,Trek,1511.65,2230.87,385.89,Gevee,12/23/2018,12/5/2020,error: undefined method `first' for nil:NilClass,-47.58
263,Urban Cruiser,road,Scott,4624.02,850.64,29.85,LiveZ,7/4/2018,7/29/2020,error: undefined method `first' for nil:NilClass,81.6
264,City Slicker,hybrid,Cannondale,4454.22,2024.79,826.84,Babblestorm,2/13/2018,6/5/2020,error: undefined method `first' for nil:NilClass,54.54
265,Speed Demon,mountain,Trek,127.76,374.3,287.19,Yotz,5/22/2018,10/27/2020,error: undefined method `first' for nil:NilClass,-192.97
266,Urban Cruiser,road,Cannondale,2219.8,215.61,241.11,Twitterworks,3/19/2019,7/31/2020,error: undefined method `first' for nil:NilClass,90.29
267,City Slicker,BMX,Specialized,4516.63,3881.32,675.99,Kazio,2/3/2018,9/19/2021,error: undefined method `first' for nil:NilClass,14.07
268,Urban Cruiser,road,Giant,4810.45,3459.97,832.43,Feedbug,1/26/2019,12/7/2020,error: undefined method `first' for nil:NilClass,28.07
269,Trail Blazer,BMX,Giant,4059.67,1016.3,915.87,Topicshots,9/5/2018,5/9/2021,error: undefined method `first' for nil:NilClass,74.97
270,Trail Blazer,BMX,Giant,2316.79,2853.02,888.35,Meezzy,3/28/2019,4/20/2020,error: undefined method `first' for nil:NilClass,-23.15
271,Urban Cruiser,hybrid,Specialized,3942.46,1063.1,747.05,Kwimbee,9/1/2019,6/22/2020,error: undefined method `first' for nil:NilClass,73.03
272,Urban Cruiser,cruiser,Cannondale,2221.97,3292.99,872.16,Oba,3/31/2018,10/11/2020,error: undefined method `first' for nil:NilClass,-48.2
273,City Slicker,BMX,Trek,628.76,2650.73,473.24,Divavu,5/7/2018,12/25/2020,error: undefined method `first' for nil:NilClass,-321.58
274,Urban Cruiser,mountain,Specialized,3018.42,1541.88,903.65,Zooxo,10/1/2019,12/12/2021,error: undefined method `first' for nil:NilClass,48.92
275,City Slicker,cruiser,Scott,2382.68,2217.94,971.05,Cogibox,12/15/2019,7/14/2021,error: undefined method `first' for nil:NilClass,6.91
276,City Slicker,road,Giant,671.39,1851.75,883.63,Aimbo,12/21/2019,1/16/2021,error: undefined method `first' for nil:NilClass,-175.81
277,Mountain Beast,mountain,Specialized,2789.25,1378.86,130.78,Yadel,10/5/2019,4/18/2020,error: undefined method `first' for nil:NilClass,50.57
278,Speed Demon,BMX,Specialized,577.89,3106.67,685.5,Izio,2/14/2018,2/29/2020,error: undefined method `first' for nil:NilClass,-437.59
279,Mountain Beast,hybrid,Giant,1969.96,3299.14,197.66,Twitterworks,7/14/2019,5/5/2020,error: undefined method `first' for nil:NilClass,-67.47
280,Trail Blazer,cruiser,Trek,837.37,2278.2,690.4,Roombo,12/19/2019,3/8/2021,error: undefined method `first' for nil:NilClass,-172.07
281,Trail Blazer,hybrid,Cannondale,2198.76,1362.63,89.22,Feedfire,12/19/2019,9/12/2021,error: undefined method `first' for nil:NilClass,38.03
282,Mountain Beast,cruiser,Cannondale,4417.36,3874.85,812.82,Abata,7/29/2018,1/12/2020,error: undefined method `first' for nil:NilClass,12.28
283,Urban Cruiser,cruiser,Scott,2096.17,286.47,871.19,Kimia,11/23/2018,4/21/2020,error: undefined method `first' for nil:NilClass,86.33
284,City Slicker,BMX,Scott,1459.32,1916.61,168.61,Lajo,5/12/2019,3/1/2021,error: undefined method `first' for nil:NilClass,-31.34
285,Trail Blazer,mountain,Scott,4741.05,2474.03,312.17,Gabcube,5/29/2018,9/16/2021,error: undefined method `first' for nil:NilClass,47.82
286,Trail Blazer,BMX,Trek,3824.85,259.89,52.28,Twimbo,1/2/2018,4/14/2020,error: undefined method `first' for nil:NilClass,93.21
287,Trail Blazer,BMX,Cannondale,1951.72,137.82,269.67,Feedmix,2/26/2018,7/21/2021,error: undefined method `first' for nil:NilClass,92.94
288,Trail Blazer,BMX,Trek,1609.07,752.11,760.35,Livepath,7/4/2019,10/6/2020,error: undefined method `first' for nil:NilClass,53.26
289,Trail Blazer,mountain,Specialized,132.23,2038.76,15.08,Twinder,7/7/2018,10/23/2021,error: undefined method `first' for nil:NilClass,-1441.83
290,Trail Blazer,mountain,Scott,3724.42,895.87,261.49,Realbridge,10/6/2019,2/20/2021,error: undefined method `first' for nil:NilClass,75.95
291,City Slicker,BMX,Giant,1144.41,1462.23,27.54,Gevee,2/26/2018,1/1/2020,error: undefined method `first' for nil:NilClass,-27.77
292,Urban Cruiser,road,Specialized,3660.35,3809.1,905.17,Mybuzz,7/16/2018,6/28/2021,error: undefined method `first' for nil:NilClass,-4.06
293,City Slicker,hybrid,Specialized,2966.5,3113.21,916.1,Zoonoodle,2/7/2018,9/24/2020,error: undefined method `first' for nil:NilClass,-4.95
294,City Slicker,road,Trek,250.26,1498.11,193.36,Tavu,3/6/2018,5/25/2021,error: undefined method `first' for nil:NilClass,-498.62
295,Mountain Beast,BMX,Scott,1079.75,3043.55,954.39,Skyvu,6/6/2019,9/2/2020,error: undefined method `first' for nil:NilClass,-181.88
296,Urban Cruiser,road,Giant,4291.66,441.83,450.55,Flipstorm,8/16/2018,3/8/2020,error: undefined method `first' for nil:NilClass,89.7
297,Mountain Beast,cruiser,Giant,2720.41,2365.66,204.63,Tavu,9/2/2019,8/11/2021,error: undefined method `first' for nil:NilClass,13.04
298,Trail Blazer,cruiser,Cannondale,3773.97,3474.46,505.33,Buzzbean,9/28/2018,3/20/2020,error: undefined method `first' for nil:NilClass,7.94
299,Mountain Beast,BMX,Giant,1384.95,3880.42,420.67,Jaxspan,4/27/2019,3/25/2020,error: undefined method `first' for nil:NilClass,-180.18
300,Speed Demon,hybrid,Scott,1694.38,1219.56,731.61,Yacero,7/31/2019,4/20/2020,error: undefined method `first' for nil:NilClass,28.02
301,City Slicker,mountain,Specialized,4689.66,1205.72,793.84,Jayo,11/9/2018,5/1/2021,error: undefined method `first' for nil:NilClass,74.29
302,City Slicker,road,Specialized,540.26,2906.51,748.5,Skimia,5/5/2018,5/2/2020,error: undefined method `first' for nil:NilClass,-437.98
303,Urban Cruiser,mountain,Giant,4901.8,2641.77,621.99,Edgeblab,4/14/2018,7/11/2021,error: undefined method `first' for nil:NilClass,46.11
304,Mountain Beast,BMX,Trek,3600.01,1085.89,660.42,Quatz,6/30/2018,2/12/2021,error: undefined method `first' for nil:NilClass,69.84
305,Speed Demon,mountain,Specialized,657.38,580.9,675.06,Realpoint,1/1/2019,10/28/2020,error: undefined method `first' for nil:NilClass,11.63
306,City Slicker,mountain,Specialized,306.53,1204.3,935.12,Flashset,9/27/2018,5/25/2021,error: undefined method `first' for nil:NilClass,-292.88
307,Speed Demon,BMX,Trek,339.53,2743.24,173.33,Devpulse,3/18/2019,7/3/2021,error: undefined method `first' for nil:NilClass,-707.95
308,Mountain Beast,BMX,Giant,3188.2,366.21,489.11,Ozu,6/26/2018,7/1/2021,error: undefined method `first' for nil:NilClass,88.51
309,Trail Blazer,cruiser,Cannondale,4648.7,1096.51,350.95,Agimba,1/28/2019,8/19/2021,error: undefined method `first' for nil:NilClass,76.41
310,Urban Cruiser,hybrid,Scott,4523.21,1986.21,858.18,Edgewire,8/17/2018,3/18/2021,error: undefined method `first' for nil:NilClass,56.09
311,Trail Blazer,road,Trek,3352.56,3859.4,973.57,Photolist,3/20/2019,1/15/2021,error: undefined method `first' for nil:NilClass,-15.12
312,Speed Demon,mountain,Specialized,3147.03,2614.6,587.47,Bubblemix,11/7/2018,4/5/2020,error: undefined method `first' for nil:NilClass,16.92
313,Mountain Beast,mountain,Specialized,4593.67,1610.3,429.87,Aimbu,6/29/2018,5/14/2021,error: undefined method `first' for nil:NilClass,64.95
314,City Slicker,cruiser,Trek,2409.62,2238.27,625.68,Kaymbo,9/11/2019,7/21/2020,error: undefined method `first' for nil:NilClass,7.11
315,Mountain Beast,cruiser,Giant,3161.44,3825.12,780.36,Dazzlesphere,2/14/2019,2/16/2020,error: undefined method `first' for nil:NilClass,-20.99
316,Urban Cruiser,BMX,Scott,4427.37,3548.37,912.94,Katz,4/24/2019,11/20/2021,error: undefined method `first' for nil:NilClass,19.85
317,Urban Cruiser,road,Cannondale,1751.66,498.18,392.08,Gabvine,8/24/2019,8/30/2021,error: undefined method `first' for nil:NilClass,71.56
318,Trail Blazer,hybrid,Specialized,4370.92,2286.49,804.09,Zoonoodle,5/16/2019,12/19/2020,error: undefined method `first' for nil:NilClass,47.69
319,Speed Demon,road,Cannondale,2530.54,3132.77,803.13,Riffwire,7/23/2018,4/29/2021,error: undefined method `first' for nil:NilClass,-23.8
320,Trail Blazer,hybrid,Cannondale,4748.5,724.87,475.2,Dynabox,10/14/2019,12/27/2020,error: undefined method `first' for nil:NilClass,84.73
321,Urban Cruiser,BMX,Trek,2148.3,108.94,657.59,Katz,2/25/2019,3/3/2021,error: undefined method `first' for nil:NilClass,94.93
322,Mountain Beast,mountain,Specialized,4996.07,782.27,237.05,Oodoo,3/29/2018,11/4/2021,error: undefined method `first' for nil:NilClass,84.34
323,Speed Demon,hybrid,Specialized,1282.52,924.08,236.52,Yodoo,4/27/2018,8/5/2021,error: undefined method `first' for nil:NilClass,27.95
324,City Slicker,mountain,Giant,1952.55,1273.8,674.98,Geba,6/12/2018,9/24/2021,error: undefined method `first' for nil:NilClass,34.76
325,Urban Cruiser,mountain,Trek,3597.55,3317.15,826.62,Katz,4/16/2018,10/6/2020,error: undefined method `first' for nil:NilClass,7.79
326,Trail Blazer,hybrid,Scott,2692.19,1063.99,573.31,Avavee,8/16/2018,12/22/2021,error: undefined method `first' for nil:NilClass,60.48
327,Urban Cruiser,BMX,Cannondale,1905.57,923.98,919.59,Shufflester,9/29/2018,9/23/2021,error: undefined method `first' for nil:NilClass,51.51
328,Mountain Beast,road,Cannondale,1442.42,1299.32,540.05,Leexo,12/13/2018,5/6/2021,error: undefined method `first' for nil:NilClass,9.92
329,Trail Blazer,mountain,Scott,4520.28,3077.73,870.01,Skyble,3/19/2019,11/26/2021,error: undefined method `first' for nil:NilClass,31.91
330,Urban Cruiser,road,Scott,2683.61,3793.44,953.72,Myworks,9/3/2018,11/4/2020,error: undefined method `first' for nil:NilClass,-41.36
331,Trail Blazer,road,Giant,2931.13,441.18,950.06,Topicshots,1/7/2018,11/22/2020,error: undefined method `first' for nil:NilClass,84.95
332,Mountain Beast,hybrid,Cannondale,2271.74,3927.17,737.76,Yambee,9/6/2018,6/22/2021,error: undefined method `first' for nil:NilClass,-72.87
333,Speed Demon,road,Cannondale,2276.45,3928.96,953.47,Edgetag,4/4/2018,9/5/2020,error: undefined method `first' for nil:NilClass,-72.59
334,Speed Demon,hybrid,Trek,1846.89,3217.86,895.17,Meembee,4/19/2018,8/8/2021,error: undefined method `first' for nil:NilClass,-74.23
335,Trail Blazer,BMX,Specialized,601.82,2353.79,844.95,Skinix,11/9/2018,3/14/2021,error: undefined method `first' for nil:NilClass,-291.11
336,Speed Demon,BMX,Scott,786.18,3919.16,660.69,Gigabox,12/7/2018,8/30/2021,error: undefined method `first' for nil:NilClass,-398.51
337,City Slicker,hybrid,Giant,4864.96,121.42,825.83,Chatterpoint,11/9/2019,4/22/2020,error: undefined method `first' for nil:NilClass,97.5
338,Trail Blazer,road,Trek,3528.42,2458.56,596.57,Fliptune,3/27/2018,1/9/2020,error: undefined method `first' for nil:NilClass,30.32
339,City Slicker,BMX,Trek,2469.54,826.69,886.28,Buzzbean,10/14/2018,6/8/2020,error: undefined method `first' for nil:NilClass,66.52
340,Speed Demon,mountain,Cannondale,2595.61,1202.76,137.23,Roombo,9/24/2019,11/27/2020,error: undefined method `first' for nil:NilClass,53.66
341,City Slicker,BMX,Scott,4582.04,3680.24,240.28,Meevee,6/8/2019,11/6/2021,error: undefined method `first' for nil:NilClass,19.68
342,City Slicker,road,Specialized,266.23,2588.62,919.93,Oloo,3/15/2019,4/29/2021,error: undefined method `first' for nil:NilClass,-872.32
343,Mountain Beast,BMX,Trek,2610.28,2977.72,928.49,Voomm,5/26/2018,2/23/2021,error: undefined method `first' for nil:NilClass,-14.08
344,Trail Blazer,hybrid,Giant,2084.84,3630.37,849.71,Leexo,11/7/2018,3/13/2021,error: undefined method `first' for nil:NilClass,-74.13
345,Trail Blazer,hybrid,Scott,4326.9,1115.33,161.76,Fatz,3/17/2018,5/1/2020,error: undefined method `first' for nil:NilClass,74.22
346,Urban Cruiser,mountain,Scott,4026.59,975.51,892.21,Flipstorm,8/5/2018,9/10/2020,error: undefined method `first' for nil:NilClass,75.77
347,Mountain Beast,cruiser,Specialized,4092.16,1959.9,870.77,Dynabox,4/15/2018,4/15/2021,error: undefined method `first' for nil:NilClass,52.11
348,Trail Blazer,hybrid,Cannondale,1275.84,3864.04,315.21,Pixope,7/25/2019,7/24/2021,error: undefined method `first' for nil:NilClass,-202.86
349,Trail Blazer,mountain,Trek,4298.64,3737.43,719.98,Kwinu,3/19/2019,8/29/2020,error: undefined method `first' for nil:NilClass,13.06
350,City Slicker,road,Giant,74.08,1973.9,388.78,Edgeclub,9/29/2019,7/20/2021,error: undefined method `first' for nil:NilClass,-2564.55
351,Trail Blazer,hybrid,Specialized,3476.35,3635.5,20.43,Avaveo,6/11/2018,7/15/2020,error: undefined method `first' for nil:NilClass,-4.58
352,Urban Cruiser,mountain,Specialized,4764.95,847.94,396.25,Mita,4/5/2019,7/27/2021,error: undefined method `first' for nil:NilClass,82.2
353,Trail Blazer,road,Giant,2305.81,3607.87,156.88,Quimm,9/18/2019,10/1/2021,error: undefined method `first' for nil:NilClass,-56.47
354,Mountain Beast,cruiser,Cannondale,1376.0,146.87,523.88,Dynava,3/16/2019,12/4/2021,error: undefined method `first' for nil:NilClass,89.33
355,Trail Blazer,hybrid,Specialized,4767.8,2443.83,366.42,Cogidoo,12/1/2018,4/8/2021,error: undefined method `first' for nil:NilClass,48.74
356,Mountain Beast,cruiser,Giant,2560.88,56.77,742.23,Roombo,11/9/2019,1/28/2021,error: undefined method `first' for nil:NilClass,97.78
357,City Slicker,cruiser,Trek,2123.01,3695.55,617.63,Photobean,4/16/2019,12/17/2021,error: undefined method `first' for nil:NilClass,-74.07
358,City Slicker,BMX,Scott,4815.09,3352.4,355.49,Topicstorm,3/16/2019,8/3/2021,error: undefined method `first' for nil:NilClass,30.38
359,Urban Cruiser,cruiser,Scott,3535.54,2191.48,400.95,Topiczoom,8/9/2019,7/2/2020,error: undefined method `first' for nil:NilClass,38.02
360,Speed Demon,cruiser,Cannondale,3065.88,3386.42,721.4,Shuffledrive,1/13/2018,5/31/2021,error: undefined method `first' for nil:NilClass,-10.46
361,Trail Blazer,cruiser,Cannondale,3726.41,3347.17,455.39,Edgeify,8/6/2018,12/17/2020,error: undefined method `first' for nil:NilClass,10.18
362,Urban Cruiser,road,Giant,1797.81,1794.22,669.51,Skyvu,2/7/2019,7/16/2021,error: undefined method `first' for nil:NilClass,0.2
363,Urban Cruiser,cruiser,Trek,943.45,880.31,535.71,Oyoloo,2/10/2019,8/22/2021,error: undefined method `first' for nil:NilClass,6.69
364,Trail Blazer,cruiser,Specialized,1622.99,3425.51,627.73,Podcat,6/3/2019,10/22/2020,error: undefined method `first' for nil:NilClass,-111.06
365,Trail Blazer,mountain,Scott,1964.2,337.15,696.83,Skinix,3/29/2019,4/15/2020,error: undefined method `first' for nil:NilClass,82.84
366,Speed Demon,cruiser,Cannondale,926.04,1144.12,207.36,Brightbean,1/10/2018,2/15/2021,error: undefined method `first' for nil:NilClass,-23.55
367,City Slicker,cruiser,Cannondale,3225.04,2606.96,307.9,Rhybox,3/12/2018,4/14/2021,error: undefined method `first' for nil:NilClass,19.17
368,Mountain Beast,road,Scott,884.75,2739.61,65.68,Quire,2/24/2018,6/30/2021,error: undefined method `first' for nil:NilClass,-209.65
369,Urban Cruiser,mountain,Trek,3729.33,437.19,709.02,Ooba,12/17/2018,12/21/2020,error: undefined method `first' for nil:NilClass,88.28
370,Trail Blazer,road,Giant,3116.71,2487.55,413.65,Demizz,12/10/2018,11/24/2020,error: undefined method `first' for nil:NilClass,20.19
371,Urban Cruiser,BMX,Cannondale,54.64,2138.81,894.65,Skippad,6/5/2019,9/15/2021,error: undefined method `first' for nil:NilClass,-3814.37
372,Mountain Beast,mountain,Specialized,3689.15,2440.64,818.51,Skyvu,1/6/2019,12/19/2021,error: undefined method `first' for nil:NilClass,33.84
373,City Slicker,BMX,Trek,2766.66,885.6,461.68,Abata,8/13/2018,2/26/2020,error: undefined method `first' for nil:NilClass,67.99
374,Speed Demon,mountain,Scott,2873.01,3432.46,185.74,Cogibox,6/1/2019,10/26/2021,error: undefined method `first' for nil:NilClass,-19.47
375,Mountain Beast,hybrid,Cannondale,438.18,540.53,928.47,Gigashots,11/10/2019,8/6/2021,error: undefined method `first' for nil:NilClass,-23.36
